scenario,source_model,source_type,tradition,axis,unit_id,checkpoint,checkpoint_scaled,lexical_density,moving_average_type_token_ratio,vocabulary_richness,mean_sentence_length,punctuation_rate,clause_density,valence,arousal,dominance,emotion_joy,emotion_sadness,emotion_fear,emotion_anger,emotion_awe,emotion_longing,embedding_01,embedding_02,embedding_03,embedding_04,embedding_05,embedding_06,embedding_07,embedding_08,embedding_09,embedding_10,embedding_11,embedding_12,rasa_sringara,rasa_karuna,rasa_shanta,rasa_bhakti,viraha_longing,monsoon_affect
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P02,12,0.8,0.12756051011897107,0.9736684636765311,-0.3181072835534852,0.6740121874779543,-0.012199238521687639,0.8506702965336181,0.23381940198686457,-0.25237055876371367,-0.5886208949706708,0.27416903617020505,0.6773442346637993,0.5094858530258881,0.02006445038061977,1.3875509090792728,0.4621804992276073,0.5215355214126237,0.5765722221945082,-0.2721780469906027,0.008155678892704021,0.30765801642980145,-0.3468719592253311,0.8507505237712863,0.22094286216951634,-0.4172908494980797,0.8613971250024655,-0.9015128195307509,0.5740579384721393,-0.2900898408202667,0.0810976955591915,2.1838022263260544,2.0112127841768133,1.7757055258884864,1.0938283888110463
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P02,15,1.0,0.6273733663953047,0.7024469961572004,-0.32082375741434305,0.22649191622916026,0.06379680655465376,0.7694128245640964,-0.18746111310743213,-0.5603559580714677,-0.6630544624692508,0.23462774039778855,-0.013412633107661387,-0.03587171189242293,-0.11658616878575064,0.9193617962031959,0.5994422434756945,0.5853679057548166,0.44475406131647555,-0.4212257571490974,0.000631132975819737,-0.02901059293707886,0.08052528855789132,1.2006889845458428,0.6836501090389447,-0.46833923406956,0.8620162546038108,-1.0232675062090144,0.5597693943853649,-0.6598660435394841,0.22157584361055727,2.541110722738746,2.7594846221689893,1.762240513693896,0.7692278671786881
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P03,0,0.0,0.030632172078203998,-0.007105598481495112,0.904221658150375,0.21476365376795725,-0.47713500288617205,0.07361131698811442,-0.15210305143769368,0.48080489592232345,-0.5839722478357856,0.060394712352028646,-0.7426753432190677,-0.40842028449092715,-0.15804523494584435,0.207578127906276,-0.21399354905977455,1.031379987178413,0.6676494473545503,-0.9648966601280582,-0.2990860705392985,0.37958568326646425,-0.2580103655223493,-0.7769405524154721,-0.520237811111648,0.2390143591247409,-0.24825019112094907,-0.5284164271847138,-0.6281074886768414,0.385415042724775,0.18718136301215343,0.4126158214799257,0.5236448508891408,-0.3436134705688789,-0.47855514446784153
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P03,3,0.2,-0.04352064764280193,0.19517851572980718,0.8824543313734883,-0.10792247878260194,-0.21201941580590192,-0.06403795805981066,0.2752964243457503,-0.23827424300775663,-0.38001429876717335,0.09040875066756818,-1.0803792663851128,0.16082901499213106,0.3177580798506635,-0.06271703384307703,-0.24650862814261643,0.7178466633981304,0.6382235608940707,-1.2354126506991225,0.06050453703479425,0.0516923278826632,-0.9549341506374651,0.11874447241657109,-0.15173291666890423,0.15583581039173616,-0.2941150321056124,-0.06837904727708444,0.10986086910040424,0.4967513291407056,0.3091731144612504,0.4904022252887609,1.0803079049258988,-0.4030829679667031,-0.08649524918313688
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P03,6,0.4,-0.5786634220056144,0.11961242229432664,0.6998345322229274,0.04210571426693899,-0.21878714073139421,0.3800377403331032,0.27461346720888136,0.6213713209428517,-0.18743969780262598,0.41926566944581145,-1.1641875540096458,0.06375198135112406,0.5757751326874557,-0.2508626507665792,0.32359747985219844,1.327557855425438,0.4125099231781393,-0.9726949049483229,-0.2863294486053735,0.8177273498546423,-0.7704556904784313,0.02015020601034767,0.4523616415988784,0.9169756961484872,-0.11571980315951802,-0.16459997627347062,0.14738745739940173,-0.02833758042957807,0.32805750875362694,0.8036024973362886,1.9129539830332152,0.00196795617438858,-0.0260999231286106
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P03,9,0.6,-0.1884768567919325,-0.04743014220910868,0.7839970187598503,0.2643904428318713,-0.06675011883166229,0.6647607881679687,0.15928646669923058,0.4761247062894332,-0.7383702288982544,-0.16677994520507716,-0.9593459646745639,-0.6961448009094933,-9.979557441980313e-05,0.1428254404432678,0.29075133325303754,0.5967401712350349,0.8008465495714798,-1.0996634035277022,-0.8406039439378188,0.7812228968968111,-0.8018951433135221,0.4363232650870264,0.23016096546241438,0.5778687349584284,-0.40753335887337594,-0.8279676778784786,0.2092117579057114,-0.6214223264583881,0.6557830551854642,1.4465793512671234,2.3435557533597304,-0.08225386855983169,-0.1401828442651528
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P03,12,0.8,-0.35376350043272975,0.3591262374698362,0.7830321136200727,0.8324297958336409,-0.5077171480120247,0.2548296491925236,-0.024308989408181,0.3800549350066517,-1.0391629924999073,-0.011543606888847133,-0.5159194689956882,-0.022005829595244997,-0.37927663364573494,0.2555818942140427,0.2114092233310607,1.3801220589820444,0.34696754796524476,-0.7814031221956521,-0.4625077773925679,0.30271281144783024,-0.600373262946773,0.8574377425125514,0.8210150145019127,0.2883909889843186,-0.2850681783505863,-0.11190707565372143,-0.3189246754139429,0.047457911762287905,0.8870279390656041,1.3997696441259457,2.245943042381262,0.7912203110735073,0.1997760294338774
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P03,15,1.0,-0.2717276986638112,0.9352624798357109,0.1696639134305859,-0.19795312414341465,-0.227272220981578,0.12678359702829894,0.18239712904111016,0.40952226032002403,-0.09541542730733543,-0.24466486345252805,-1.3029884216014116,-0.6143229054875993,0.704012180299713,0.016163491821051923,0.2171440993055232,0.9851524696565194,0.43375448902740976,-0.8803629145140948,-0.46837020603395224,0.5035443413842642,-0.14285354395746502,1.1065614498921212,0.929213037638638,0.45526361119969055,-0.2846660034381463,0.20486099599457275,0.02587411830495409,-0.3831908104500473,0.9471646711264985,1.537824406900334,2.5538343054889756,0.7696248412514892,0.23601623821503276
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P04,0,0.0,-0.301190081152212,-0.4870947293248313,0.12313220021261972,-0.16419527347912896,0.48823756325125306,0.9178286706194532,-0.8959938627644813,-0.8670348510567701,0.22406316356634592,-0.3195108803265786,0.1880486034258302,0.2010407663146735,0.37832638805299246,1.0337667460743214,0.12450386641055661,0.5410149642743055,0.7823192128712118,-0.002277728687316731,-0.236787053223624,-0.3169854363826209,-0.5412240987515979,-0.17220342243471234,1.0751549333621853,0.7827233829436501,-0.45448791387678034,0.6801412084575289,-0.6986819614765766,-0.1244181410770683,0.4442449049662203,0.8512800075305903,0.31063537216868303,-0.15508993309188118,0.25524659681544026
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P04,3,0.2,-0.02613486961873327,0.08156488553371985,0.9203791124087867,-0.2410471362534829,-0.062017736467477776,0.4662013647233785,-0.15850113031623236,-0.8900041500702807,-0.41299487523963474,0.04239633759187944,0.09636123247013259,0.09863582547696637,-0.027810305425938764,0.6643627066955806,0.4944693788451936,0.6561860412043121,0.8343389596861304,-0.10249893410135164,-0.10308159390418384,-0.004127085492577148,-0.5479796364728439,0.5397480007693013,0.9948185357096827,0.4257752864005784,-0.1203164525405363,0.5135736755393281,-0.2891490085819895,0.1539498889335996,0.6368952292023519,1.3304958756526553,0.9637253866375912,-0.4795963639919181,0.5334291932698089
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P04,6,0.4,0.7098773660424902,0.19347034811498356,0.764988057705969,-0.3795479191475562,0.07788222003839454,0.600036873515762,0.2916251345883456,-0.8203685729070963,0.046600325939131465,-0.40695183058014994,-0.106949257433292,-0.4660320427210093,0.3530380026486051,0.24517556283226616,0.9061394696582641,0.7185027773382751,0.6459428007995057,0.13510709656514291,0.17192502968458193,-0.2749997297587878,-0.5623705510084314,0.9311159597157086,0.766027148896313,0.3939785954826461,-0.5601598575006688,1.0713076825277443,-0.5155295356680529,0.02759162200736503,0.6887543021617198,1.8897841516678435,1.3618908572788047,0.05138890335212182,0.659557893005407
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P04,9,0.6,0.33144831376739425,0.229638866967647,0.680207143695734,-0.030424143522649046,0.44639178256152384,0.7902223566231078,-0.5473041673477745,-0.735693667681705,0.14726406052408447,-0.2494968567338811,-0.17444639336649848,-0.29198985989900894,0.11235569931140346,0.6880294783153604,0.5507845573743172,0.6353562471639762,0.40613193188427577,0.04710679273591385,0.27076091341120884,-0.45819236496842003,-0.2603756765265839,1.2050912599781436,0.9937161886566287,0.30491990121872553,-0.7876281567395859,0.6523951192360724,-0.4750290064352808,-0.3930950946554373,0.6548467727617123,2.2071174345199784,1.8867192846815495,0.11781205181476605,0.4894530833627684
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P04,12,0.8,-0.29006849001267143,0.5952005560592637,0.09177418801977932,0.40011760284098186,0.027329315721167126,0.5420838795402821,-0.699025595839021,-0.9027453781336606,-0.37263304347979687,-0.040363793606750575,0.2078934808704678,-0.07342674697649253,0.2243940699068675,0.6798809000615633,0.6014433573882306,0.9361644448644482,0.8498785282746226,-0.0661454872147215,-0.17794784389390617,0.15023476614413808,-0.5774149739792787,1.2658650204626825,1.4578628819282469,0.48524765884962273,-0.5845203585928012,0.4801215602379052,-0.7954099327646414,-0.3950257520413235,1.4256097964789811,2.6063844225225905,2.163130302795356,0.269549485184197,0.8935613689707969
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P04,15,1.0,0.15764223260077054,0.4920403461940994,0.40131643129907696,0.4512349547104214,-0.034738214270603994,1.369329565563359,0.04365807879590444,-1.1557307594526305,-0.507856888915043,-0.2938327599637288,-0.08775156051974609,-0.763245543205485,0.6197512488486534,1.1483388955233893,1.0352944730117248,1.096645269669375,0.7154337028760026,-0.12817780843018908,-0.07726311193722382,-0.357839767664187,-0.19637550044112942,1.6705040331336076,1.7601506005756833,-0.36230188041676115,-0.47651840784845806,0.6883470661074907,-0.5461741909007876,-0.2978686070917317,1.2841490998539,3.190256389461485,2.69351891050487,0.46645774505897963,0.2160301866839553
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P05,0,0.0,-0.45061614958718177,-0.7499813844381111,-0.5177303303893642,-0.6505648944174574,0.6653064636812572,-0.45629848395788997,-0.3303483198571192,0.03892050967487937,0.43063423909136395,0.24651837445098532,-0.4471888516641719,0.7677037192878184,-0.08008132162321158,0.8467457005010667,-0.007134529592698086,0.48044362941578095,0.4544377805687969,-0.24087046138049173,-0.4330755685728007,0.0435739045222409,-0.11289802860351117,0.4929580695181087,0.12293736505083404,1.3027583249038264,-0.18425157054359836,0.619496708022558,0.23533055395481522,-0.27450353187406507,0.552833395932067,0.496957329993316,-0.08971065063432013,0.09914586990696853,-0.38152112528127113
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P05,3,0.2,-0.1746283562035601,-0.9630958680986437,-0.04027666502749694,-0.6154014608907763,0.7710364293027493,-0.09888822125062774,0.2716856295296554,-0.04703085214880062,0.7434160735066269,0.2964036653930093,-0.3072676614976595,0.6853416982590805,-0.30045348231963354,0.7219938455419375,0.32784495956515103,1.0151392548493936,0.34798385020733424,-0.3434466520140081,0.39708803847974705,-0.07625436082850423,0.26743468289217753,0.8122246200612185,0.22012726839102248,1.1132846622346175,-1.0746626018705046,0.6805408209131539,0.14056162128995825,-0.6005789088294895,0.4141530907215963,1.0035700871365716,0.7407394398637451,-0.19929211274271977,-0.07223582686158045
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P05,6,0.4,-0.5655210815825205,-0.01695184534120342,-0.10895753139191652,-0.2824387393710662,0.6514533924011632,-0.6613615159371915,0.12427027124925778,0.32771128406830075,0.8273819928405607,-0.2870402544466211,-0.3133567842894066,0.2684545138543449,-0.13369022223525048,0.8560839952883599,0.44992494013198464,0.9615541963114494,0.5004973069838065,-0.4366908528262492,-0.20340875216489326,-0.36416712318745614,0.090042839571182,1.1526543835894933,0.4399201947887873,0.806913505058174,-0.1258538032917448,0.9510247578624345,0.15904943980689346,-0.278293598866974,0.4746151610989284,1.526747751888945,0.8709875777558241,0.5253530158825253,-0.2829570289835046
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P05,9,0.6,-0.20911591695979295,-0.03802006242830305,-0.3007511824410305,-0.6128015688879849,-0.04347280285761579,-0.24135755157417016,-0.5794945761966627,-0.0014869785245946398,0.7222103663787263,0.08855287948079854,-0.04355663111151328,0.6254789575273498,0.8087905439983417,0.9427605627876816,0.4706336835454129,0.33706358185140883,0.471998181467538,-0.11798716762985656,-0.04522038344378511,-0.1056453000055129,0.8272220480865655,1.4828968423097326,0.8210729836982209,0.7727504096553119,-0.7566104794023815,0.5422532695433552,-0.07557341347965855,-0.6308565970622269,1.031325992232376,2.1964882795947966,1.659595011308122,0.48443973456353867,0.10926904293099438
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P05,12,0.8,-0.16310544738218954,0.21907525536354355,0.07357471584255532,-0.1479863436855846,0.8341015668890832,-0.5168609544665832,0.5461926358469138,-0.03641723386669969,1.0489326113136639,-0.16441972802436655,-0.13475053722348196,0.667794586802907,0.155499105138827,0.8246059553623033,0.3954266003478175,0.8251122072893586,0.6244326550928688,0.026757164009638457,-0.6049451195812959,0.35425008424965454,0.3868378549946279,1.7850976418203282,0.705594712184022,1.1529923561556188,0.019232474472842598,0.35456522333303087,-0.1991354964465642,0.17556053896810597,0.8803737615013252,2.4684759975546884,2.0781805279864884,1.342543644789317,-0.09729046282963719
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P05,15,1.0,-0.26499678642645136,-0.20755559468942855,-0.11327926933352471,-0.05399683257919922,0.3763752775963787,-0.338380192738454,-0.34518744225229686,0.25395929068403533,0.5658258269867535,0.07636046503945845,-0.6136857585123163,0.8381080295323892,-0.32492233663794934,0.6844004604213418,0.24436808660757153,0.6546461065755946,0.6685174784050056,-0.36181938211933445,-0.24105286651035365,-0.19864119276971945,0.25873390582665956,2.3374076766921554,1.3551906069071613,0.3158142151342892,-0.5111273796866027,0.25684150560088065,0.2711786313232305,0.16766030522726505,1.2074842886495356,2.970168461166165,2.149956614522752,0.6063139298553353,-0.1763452264180893
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P06,0,0.0,-0.46559346328625617,0.2614127914321979,-0.2106468235299223,-0.48012726848919324,0.7285937240437601,-0.1037419847489639,0.10358779781036714,-0.0627012769711455,0.3637606397420069,0.5068797794217217,-0.2397020277206143,-0.2929185267173437,0.10549563052233447,0.026054566345802388,-0.24298585464853512,-0.08716901425318291,1.2272425252831707,-0.6739037942185135,0.25747385909574294,0.3028565190438612,-0.3492864589064578,-0.524931403829648,-0.2635563902056234,0.33300093883704884,-0.17454397860556167,-0.7093277963994755,-0.09290522558519493,-0.09171794671470745,-0.1145135400613824,0.6751390771672908,0.03435948155556351,0.1920887129339878,-0.3913747791701827
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P06,3,0.2,-0.3164247148676724,0.8261327661893223,-0.13787454965272827,-0.4028902232472949,0.3978596227775861,0.6645429582217166,0.15864383863595896,-0.48734623060646853,0.015282986970342968,0.7731915092548017,-0.04762667783396238,-0.08631726988164562,0.17375198965659472,0.5543251903912358,0.6121684280212472,0.660538108163766,0.9601406723429583,-0.707113341376953,0.43350372138450505,-0.6870831636162111,-0.0869176966246242,0.37420874250722735,0.3308278435835985,-0.07927471838613834,-0.33845364210283724,-0.7666857447219634,-0.8011987613850102,-0.6411185314632843,-0.0017013200846161952,1.5610944275900973,0.3288619577653703,0.6515136961639425,-0.3281252707063433
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P06,6,0.4,-0.7429710567594663,0.7265778663163711,0.5965397517391813,-0.3960873379747818,0.07598358738652847,0.5637331215319691,-0.06904469967508385,-0.25840452711011785,0.2513756936870871,0.5499200155523691,-0.24189502036793534,-0.2768328907147134,-0.09409612269101134,0.8556867576278822,0.08062389012498206,0.5020113997249429,1.070949332213677,-0.15860210924659912,0.557174425641991,0.226715437271044,0.08614510215161267,0.539186798394588,0.24512665036486025,0.20883430234352868,-0.11022515109911961,-0.08936786456213988,-0.04194852549094441,-0.010940600896208408,-0.08145385834743202,1.8276825732367405,1.4946351737636032,1.5794851153372358,0.4083094543910193
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P06,9,0.6,-0.6486631122866651,0.8723491356034792,0.452048837485556,0.5305221770912772,0.48969602124553785,0.4806558797120626,-0.03634883612234634,0.06492844619902456,-0.004572964922687628,0.4918542212688706,-0.36498104777063795,-0.042024711079681865,-0.03695286105287758,0.4638818668555065,0.4748009957808305,0.2160997767274307,0.8436614076782798,-0.4194830198435691,0.3619404347312744,0.149900332931749,0.17372031239360328,0.29597611584846717,-0.1871008908909741,-0.3868312825522413,0.03433947929641318,0.15280948456007326,-0.7870857677351035,-0.11177275012368659,-0.15689988408568023,2.5834190951406684,1.2407650794725893,0.8271096109396381,0.05606323976623706
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P06,12,0.8,-0.21069869854621232,1.0582569692575579,0.7712840507635429,0.02743756099466113,0.26903356720374383,0.7644585037170549,-0.08766505009727996,0.670661264187674,0.18860985729397287,0.5443608522977641,-0.2482781842675327,-0.4384137148295464,-0.2074947083624511,0.5495332789503997,0.35608231266132206,0.8641322357732775,1.2716186988899574,-0.29186127452829347,0.5574521605680477,0.34948166622063104,-0.40307771197140385,0.7987369806668033,0.4672625520124166,0.048013792376963585,-0.06741391612065276,-0.15082951276829692,-0.4172010484067303,-0.18709791717226298,0.7939213367679614,2.7189063071004567,1.9091067727088356,1.150131061132194,-0.5791676426796164
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P06,15,1.0,-0.38399613546813516,0.7868457275217734,0.41274112434349486,-0.033289291637627325,0.37613871144696154,0.6604583963072154,0.06558486804684568,-0.01685666632205446,-0.3093810791952807,0.6938000907414397,-0.4942753568241923,-0.34651965559491293,-0.316996545856851,1.0136955440089868,0.6055977825912429,-0.020918034583632394,1.1112142807514482,-0.631905842017743,0.47508724697564253,0.04274706661649286,0.08738309047059303,1.0032032857655206,0.508741043154131,-0.16299064476266947,-0.16294325006789256,-0.2036755180819958,-0.08317790565710093,-0.3106547777039434,0.19972749946054685,3.115643195099532,2.669116815954583,1.1694893383944505,-0.6143616916975407
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P07,0,0.0,0.3721798075424145,0.37363598043976076,0.28841495862282956,-0.27797889520824837,0.290258467406645,-0.8426080674596501,0.26255844125397354,-0.1885130822334417,-0.5005023878238266,-0.572697805809369,-0.11051516051808341,0.36830354206023963,0.0459772578525198,0.42484535122415495,-0.2817268643474375,0.8338206073020293,0.2737600846354719,0.5546304034659182,0.0032832518496095065,-0.3298194843728809,0.1969630773117519,-0.6325309781682611,0.005542214043340488,-0.49490398374852085,-0.4026675391238956,0.09412634041513794,-0.9044468611284779,0.11366907032001212,-0.432890531709268,1.402119409371888,-0.08793189127513573,0.22716621943422882,-0.20961228726979586
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P07,3,0.2,-0.13195661023661154,0.1644014737222984,-0.13550332666657286,-0.003992099074746899,0.09824187528249823,-0.3492563797219,0.004792608184822383,-0.19961636522607407,-0.5427404585744331,0.15534277178347222,-0.5362845293776178,0.3274046000629516,0.25840010303016486,0.7047305939892305,-0.16660065310203626,0.7731101413082437,0.11117536554132926,0.31529908886169455,-0.061128261598317406,0.14520817676373604,0.8989758824194755,-0.010626295093036281,0.10049902346398756,-0.5697105398501563,0.25087571998697356,0.26215876868343513,0.03324631794569066,0.31281699745026514,0.19318148442425911,1.6373794822238688,0.6366979688477779,0.4695219918254547,-0.42784516502051334
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P07,6,0.4,0.4919875965455139,0.37611784754659083,0.17375533765176648,-0.05292319871755302,0.29318669383183554,-0.34181562784653174,-0.3123558854064895,-0.44724375422682255,-0.9459690386608066,-0.47900746362668956,-0.6419344091229813,0.42755162716689327,-0.19257359707899055,0.2992949631605432,0.38437202547322047,0.7800100521610407,0.15478057527093325,0.39014024260438324,-0.3072766973940823,-0.537315502393226,0.9960304104617328,0.59002106928711,0.2428306126028798,-0.7827737753542263,-0.547621043650164,0.948297268275063,-0.3781046045424085,0.34564033821830786,0.2592803067575163,2.0673246634832294,1.557355368740476,0.8814200370254812,-0.6257783165021548
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P07,9,0.6,0.45780215644862765,0.42638842159745055,0.62881552210606,0.5153221149457099,0.18280657890687063,0.275915086372649,-0.17085817567602532,-0.7618022590945357,-0.8030221124355057,-0.10721128903221214,-0.6712288840039172,0.4507698622898511,0.24683470068704258,0.5113984603930096,-0.029132594098832287,1.2380215456012769,0.029729414573007415,0.6534746940149464,-0.43978884440285115,-0.47270124927871093,1.1402184902509194,0.9098575372759874,0.6343280500884705,-0.10259006551666122,-0.6130287057812225,0.2110958937065118,-0.11423356760952322,0.5774223578264815,0.5713176384985101,2.0051313305675595,1.7252779025308405,0.6878848426096058,-0.7211202538236705
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P07,12,0.8,-0.2790172196619101,1.1533777440780555,-0.03879798590608771,0.4214559662455978,0.31757231003972747,0.007791847607508617,0.4123339091980789,-0.4709209671212553,-1.3231054880112114,-0.57692158501095,-1.106851103982901,-0.07500553331783859,0.09574793711011521,0.7088959607655618,0.3543569520146897,0.9033387591457174,-0.04675138802543531,0.6680341963817444,-0.3920353080860672,-0.47841167340022095,0.7935156331158819,1.3597927773666036,0.8610110065703769,-1.0259423395373353,-0.0767126004392665,0.36600463536662126,-0.4426803129978433,0.10515512895813217,0.7772130157483409,2.433903195153737,2.0951576850236924,0.9478997349459918,-0.6634026968322627
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P07,15,1.0,0.6163512369962384,0.5860605658642892,0.3383748793271848,0.1460379289012052,0.09985674243222617,0.052660702793891734,0.44727345534982227,-0.7292688202513872,-1.1408204472219081,0.04175392666739647,-0.7407229783990898,0.18065816081726746,0.13790031575803474,0.7846134523654106,1.0369481828697253,0.6103342794109942,0.5691687204700314,0.7887420910523294,0.360191105291185,-0.5199161192984724,0.8528203510479677,1.5250009117465306,1.1162996663276106,-0.7035819640779375,0.03783127500642705,0.7925290231621628,-0.5892791576786277,0.11982213212303684,0.963520019296312,3.267752337848385,2.533579047931733,1.4608402817658428,-0.6729306562244838
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P08,0,0.0,0.3097901658973107,0.06157145647487672,0.2602195827081942,0.5069696657301722,0.62836020454885,-0.7164397567042493,0.1916741317375637,-0.3037152687097239,-0.15658198045453847,-0.7256805197169579,0.49670649703572284,-0.3647341658675901,0.28250008599562315,0.22001781487487027,-0.3530024208279956,0.5577921543584567,0.3357983963147708,0.5239006334636369,0.17834149342044026,-0.5470592241390252,-0.3171616694590767,0.14458604040223164,0.5809421221521337,-0.4160911569155963,0.19297504783506073,0.36339067322770874,0.041084949229971225,-0.3165858541890557,0.07343442260115138,0.1544322378893632,0.9347601827446326,0.2840365496166667,0.5478933679386924
S1_Human_Tagore_Cultural_Drift_AI_Flattening,Human,Human,Tagore,Transcendental,S1_Human_Tagore_Cultural_Drift_AI_Flattening|Human|Tagore|Transcendental|P08,3,0.2,-0.18898023591690177,0.240972730443033,0.5988110234653067,0.02954334154596089,0.20179308471782814,-0.07156505555320086,0.19731008122947596,-0.8210371704838988,-0.7171651951787322,-0.5765428606165779,0.6274519151824811,-0.3135474095642897,-0.0927386000730451,0.04996260574126299,-0.27425296394978005,0.7992187766488476,0.35100479491331193,0.20711010382468442,0.43589107611440575,-0.9765233014286878,-0.31924007100568125,0.6104819758159451,0.5252959786720072,-0.9280425014194513,0.6819545451715628,-0.2544922816450295,0.3872915333267922,0.2706001534814649,0.5608528658190006,0.7864135460313333,0.7232248781828121,0.5674990019192042,0.32989176766525397
